prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,clean,15.092305,13.17704,1.915265,0.2053335,0.03024619,True,1,David,David | the | his | a | them,15.0923 | 14.9083 | 14.0141 | 13.7023 | 13.6447
"When Brian and Liam went to the hospital, Liam gave the letter to","When Brian and Grace went to the hospital, Grace gave the letter to",Brian,Liam,Grace,ABB,0,the hospital,letter,8403,31684,clean,15.571026,11.968384,3.602642,0.32038951,0.00873114,True,1,Brian,Brian | the | his | them | him,15.5710 | 14.3506 | 14.2815 | 13.0439 | 12.8080
"When Fred and Noah visited the station, Noah handed the trophy to","When Fred and Isla visited the station, Isla handed the trophy to",Fred,Noah,Isla,ABB,1,the station,trophy,8559,18394,clean,16.861084,14.994498,1.866586,0.5284307,0.08172222,True,1,Fred,Fred | Noah | the | his | a,16.8611 | 14.9945 | 14.9562 | 14.3528 | 13.5754
"As Henry and Derek walked through the market, Derek offered the phone to","As Henry and Iris walked through the market, Iris offered the phone to",Henry,Derek,Iris,ABB,6,the market,phone,8616,20893,clean,15.796672,14.486073,1.310599,0.33943406,0.09153124,True,1,Henry,Henry | Derek | the | his | them,15.7967 | 14.4861 | 14.1831 | 13.8026 | 13.5268
"Once Tara and Zach were at the hospital, Zach brought the ticket to","Once Tara and Rose were at the hospital, Rose brought the ticket to",Tara,Zach,Rose,ABB,4,the hospital,ticket,37723,18825,clean,14.648991,12.810381,1.83861,0.10089342,0.01604593,True,3,the,the | her | Tara | them | him,15.1561 | 14.7491 | 14.6490 | 14.0222 | 13.3126
"While Gina and Zach were at the station, Gina delivered the card to","While Sam and Zach were at the station, Sam delivered the card to",Zach,Gina,Sam,BAB,5,the station,card,18825,43002,clean,15.706551,11.809122,3.897429,0.36190844,0.00734458,True,1,Zach,Zach | the | her | a | their,15.7066 | 14.4609 | 14.2862 | 13.2344 | 12.5474
"When Clara and Sam visited the hospital, Clara handed the map to","When Iris and Sam visited the hospital, Iris handed the map to",Sam,Clara,Iris,BAB,1,the hospital,map,3409,27443,clean,16.72506,13.418765,3.306294,0.44724202,0.0163922,True,1,Sam,Sam | her | the | them | Dean,16.7251 | 15.3414 | 15.1342 | 14.5687 | 13.5802
"After Brian and Henry left the park, Brian sent the package to","After Iris and Henry left the park, Iris sent the package to",Henry,Brian,Iris,BAB,3,the park,package,8616,8403,clean,14.582584,12.030539,2.552046,0.15365864,0.0119734,True,1,Henry,Henry | his | the | their | a,14.5826 | 14.5086 | 14.2858 | 12.9310 | 12.8820
"When Paul and Kate visited the hospital, Paul handed the letter to","When Harry and Kate visited the hospital, Harry handed the letter to",Kate,Paul,Harry,BAB,1,the hospital,letter,16693,3362,clean,17.068378,12.55827,4.510108,0.59388238,0.00653109,True,1,Kate,Kate | the | his | her | a,17.0684 | 14.9796 | 14.6648 | 14.4994 | 13.7879
"While Brian and Olivia were at the park, Brian delivered the book to","While Frank and Olivia were at the park, Frank delivered the book to",Olivia,Brian,Frank,BAB,5,the park,book,33911,8403,clean,16.040268,11.682909,4.357359,0.37129024,0.00475704,True,1,Olivia,Olivia | the | his | her | a,16.0403 | 14.4480 | 14.4075 | 13.8692 | 13.7714
"While Yara and Sam were at the cafe, Sam delivered the phone to","While Yara and Quinn were at the cafe, Quinn delivered the phone to",Yara,Sam,Quinn,ABB,5,the cafe,phone,575,3409,clean,14.531329,12.770942,1.760387,0.16591324,0.02853346,True,1,Y,Y | the | his | her | a,14.5313 | 14.0263 | 13.5942 | 13.4601 | 13.0701
"When Fred and Xander visited the cafe, Fred handed the ticket to","When Clara and Xander visited the cafe, Clara handed the ticket to",Xander,Fred,Clara,BAB,1,the cafe,ticket,46122,8559,clean,16.070505,11.45014,4.620365,0.36949113,0.00363919,True,1,Xander,Xander | the | them | his | a,16.0705 | 15.3313 | 14.2062 | 14.0835 | 13.7174
"While Clara and Henry were at the beach, Clara delivered the card to","While Derek and Henry were at the beach, Derek delivered the card to",Henry,Clara,Derek,BAB,5,the beach,card,8616,27443,clean,16.59849,12.906616,3.691874,0.5118773,0.01275868,True,1,Henry,Henry | her | the | a | Clara,16.5985 | 14.7074 | 14.5565 | 12.9737 | 12.9066
"While Harry and Quinn were at the station, Quinn delivered the gift to","While Harry and Alice were at the station, Alice delivered the gift to",Harry,Quinn,Alice,ABB,5,the station,gift,5850,16109,clean,15.517044,11.384644,4.132401,0.27283692,0.00437748,True,1,Harry,Harry | the | her | Hermione | his,15.5170 | 14.5047 | 13.6367 | 13.4251 | 12.8502
"When Derek and Ella went to the school, Derek gave the bag to","When Carol and Ella went to the school, Carol gave the bag to",Ella,Derek,Carol,BAB,0,the school,bag,7122,20893,clean,16.680973,12.674035,4.006938,0.54615521,0.00993402,True,1,Ell,Ell | the | his | them | their,16.6810 | 14.7099 | 14.4377 | 13.9728 | 13.7471
"While Victor and Clara were at the beach, Victor delivered the letter to","While Tara and Clara were at the beach, Tara delivered the letter to",Clara,Victor,Tara,BAB,5,the beach,letter,27443,12622,clean,17.479368,13.237434,4.241934,0.76679116,0.01102627,True,1,Clara,Clara | the | his | her | Victor,17.4794 | 14.5482 | 14.0508 | 13.5608 | 13.2374
"When Paul and Uma visited the restaurant, Uma handed the book to","When Paul and Bob visited the restaurant, Bob handed the book to",Paul,Uma,Bob,ABB,1,the restaurant,book,3362,471,clean,16.097851,14.589494,1.508357,0.42249003,0.09348573,True,1,Paul,Paul | U | the | her | them,16.0979 | 14.5895 | 14.5375 | 13.8556 | 13.7740
"As Harry and Brian walked through the restaurant, Brian offered the package to","As Harry and Henry walked through the restaurant, Henry offered the package to",Harry,Brian,Henry,ABB,6,the restaurant,package,5850,8403,clean,17.389479,14.110892,3.278586,0.61527568,0.0231845,True,1,Harry,Harry | the | them | his | Brian,17.3895 | 15.0547 | 14.5709 | 14.2554 | 14.1109
"When Frank and Yara arrived at the cafe, Yara passed the bag to","When Frank and Grace arrived at the cafe, Grace passed the bag to",Frank,Yara,Grace,ABB,2,the cafe,bag,5278,575,clean,16.698521,13.941324,2.757196,0.6147083,0.0390152,True,1,Frank,Frank | the | Y | her | his,16.6985 | 14.3492 | 13.9413 | 13.6979 | 13.5134
"As Derek and Emma walked through the mall, Emma offered the ticket to","As Derek and Henry walked through the mall, Henry offered the ticket to",Derek,Emma,Henry,ABB,6,the mall,ticket,20893,18966,clean,13.678776,13.22088,0.457896,0.03234529,0.02046206,True,5,the,the | her | a | them | Derek,15.4044 | 14.1668 | 14.1490 | 13.7138 | 13.6788
"When Olivia and Henry arrived at the park, Henry passed the jacket to","When Olivia and Mia arrived at the park, Mia passed the jacket to",Olivia,Henry,Mia,ABB,2,the park,jacket,33911,8616,clean,16.435303,12.167924,4.267379,0.48710984,0.00682854,True,1,Olivia,Olivia | her | the | a | his,16.4353 | 14.4156 | 14.3796 | 13.8939 | 13.8573
"When Zach and Yara arrived at the gym, Zach passed the map to","When Henry and Yara arrived at the gym, Henry passed the map to",Yara,Zach,Henry,BAB,2,the gym,map,575,18825,clean,16.346542,11.13635,5.210193,0.45593077,0.00248967,True,1,Y,Y | his | the | them | a,16.3465 | 14.7181 | 14.6080 | 13.7886 | 13.6453
"After Uma and Noah left the mall, Noah sent the trophy to","After Uma and Fred left the mall, Fred sent the trophy to",Uma,Noah,Fred,ABB,3,the mall,trophy,471,18394,clean,13.667554,14.580396,-0.912842,0.06737278,0.16785203,False,4,Noah,Noah | his | the | U | her,14.5804 | 14.2749 | 13.7987 | 13.6676 | 12.8151
"As Victor and Alice walked through the station, Victor offered the jacket to","As Yara and Alice walked through the station, Yara offered the jacket to",Alice,Victor,Yara,BAB,6,the station,jacket,14862,12622,clean,18.006153,11.416354,6.589799,0.86268455,0.0011856,True,1,Alice,Alice | the | her | his | them,18.0062 | 14.4976 | 13.8381 | 13.1713 | 12.5843
"When Iris and Yara visited the library, Yara handed the map to","When Iris and Jack visited the library, Jack handed the map to",Iris,Yara,Jack,ABB,1,the library,map,34230,575,clean,17.652763,14.174696,3.478067,0.81274378,0.02508697,True,1,Iris,Iris | the | her | Y | them,17.6528 | 14.2830 | 14.2750 | 14.1747 | 13.2210
"Once Victor and Bob were at the office, Bob brought the book to","Once Victor and Olivia were at the office, Olivia brought the book to",Victor,Bob,Olivia,ABB,4,the office,book,12622,5811,clean,16.251314,13.530019,2.721295,0.32827374,0.02159696,True,1,Victor,Victor | the | him | his | them,16.2513 | 15.0535 | 14.8320 | 14.4355 | 14.2729
"When Liam and Fred arrived at the museum, Liam passed the package to","When Gina and Fred arrived at the museum, Gina passed the package to",Fred,Liam,Gina,BAB,2,the museum,package,8559,31684,clean,16.473774,9.655457,6.818317,0.46116826,0.00050431,True,1,Fred,Fred | his | the | them | a,16.4738 | 14.9772 | 14.7749 | 14.2616 | 13.8099
"When Henry and Bob visited the office, Bob handed the letter to","When Henry and Rose visited the office, Rose handed the letter to",Henry,Bob,Rose,ABB,1,the office,letter,8616,5811,clean,16.556877,12.53365,4.023227,0.59195,0.01059302,True,1,Henry,Henry | the | them | his | a,16.5569 | 14.4674 | 13.4114 | 13.2230 | 12.9562
"As Harry and Fred walked through the hospital, Fred offered the ticket to","As Harry and Iris walked through the hospital, Iris offered the ticket to",Harry,Fred,Iris,ABB,6,the hospital,ticket,5850,8559,clean,16.562126,13.976134,2.585992,0.39778531,0.02996172,True,1,Harry,Harry | the | Fred | them | Hermione,16.5621 | 15.2644 | 13.9761 | 13.9287 | 13.4707
"When Olivia and Jack arrived at the hospital, Jack passed the trophy to","When Olivia and Bob arrived at the hospital, Bob passed the trophy to",Olivia,Jack,Bob,ABB,2,the hospital,trophy,33911,3619,clean,16.500597,12.41962,4.080977,0.402944,0.00680611,True,1,Olivia,Olivia | her | his | the | a,16.5006 | 15.1214 | 15.0300 | 14.4766 | 13.6459
"After Kate and Iris left the library, Iris sent the trophy to","After Kate and Isla left the library, Isla sent the trophy to",Kate,Iris,Isla,ABB,3,the library,trophy,16693,34230,clean,13.938745,14.18675,-0.248005,0.08192969,0.10499013,False,3,her,her | Iris | Kate | the | them,14.7276 | 14.1868 | 13.9387 | 13.5604 | 12.2957
"After Wendy and David left the beach, David sent the trophy to","After Wendy and Sam left the beach, Sam sent the trophy to",Wendy,David,Sam,ABB,3,the beach,trophy,28314,3271,clean,16.809492,12.395162,4.41433,0.49456319,0.00598553,True,1,Wendy,Wendy | her | his | the | a,16.8095 | 15.0014 | 14.7527 | 14.2195 | 13.3044
"When Olivia and Gina went to the museum, Gina gave the map to","When Olivia and Wendy went to the museum, Wendy gave the map to",Olivia,Gina,Wendy,ABB,0,the museum,map,33911,43002,clean,14.992929,11.248206,3.744723,0.16560185,0.00391519,True,1,Olivia,Olivia | her | the | them | a,14.9929 | 14.8094 | 14.7673 | 14.2484 | 13.0175
"Once Wendy and Victor were at the restaurant, Wendy brought the trophy to","Once Clara and Victor were at the restaurant, Clara brought the trophy to",Victor,Wendy,Clara,BAB,4,the restaurant,trophy,12622,28314,clean,16.548372,14.867513,1.68086,0.29675311,0.05525954,True,1,Victor,Victor | her | the | Wendy | them,16.5484 | 16.0840 | 15.6364 | 14.8675 | 14.3299
"As Noah and Carol walked through the gym, Noah offered the note to","As Harry and Carol walked through the gym, Harry offered the note to",Carol,Noah,Harry,BAB,6,the gym,note,5074,18394,clean,17.772676,10.135745,7.636931,0.80769187,0.00038955,True,1,Carol,Carol | the | his | her | their,17.7727 | 14.6401 | 14.5162 | 13.1955 | 12.8742
"When Harry and Carol visited the theater, Harry handed the ticket to","When Brian and Carol visited the theater, Brian handed the ticket to",Carol,Harry,Brian,BAB,1,the theater,ticket,5074,5850,clean,16.631733,11.712421,4.919312,0.51999724,0.00379814,True,1,Carol,Carol | the | a | his | them,16.6317 | 15.1495 | 14.0747 | 13.7409 | 13.1874
"After Henry and Mia left the gym, Mia sent the note to","After Henry and Bob left the gym, Bob sent the note to",Henry,Mia,Bob,ABB,3,the gym,note,8616,32189,clean,15.424773,12.821765,2.603008,0.30385476,0.02250059,True,1,Henry,Henry | her | the | his | Mia,15.4248 | 14.3809 | 13.7771 | 13.0898 | 12.8218
"When Fred and Amy went to the station, Amy gave the bag to","When Fred and Rose went to the station, Rose gave the bag to",Fred,Amy,Rose,ABB,0,the station,bag,8559,14235,clean,17.576715,13.507481,4.069235,0.68676353,0.0117371,True,1,Fred,Fred | the | them | her | Amy,17.5767 | 14.9411 | 14.2553 | 14.1563 | 13.5075
"After Zach and Isla left the cafe, Zach sent the package to","After Noah and Isla left the cafe, Noah sent the package to",Isla,Zach,Noah,BAB,3,the cafe,package,1148,18825,clean,15.783649,13.783381,2.000269,0.37843266,0.05120152,True,1,Is,Is | his | the | Zach | their,15.7836 | 14.5283 | 14.0992 | 13.7834 | 12.5359
"As Brian and Wendy walked through the library, Brian offered the package to","As Uma and Wendy walked through the library, Uma offered the package to",Wendy,Brian,Uma,BAB,6,the library,package,28314,8403,clean,18.706131,11.165308,7.540823,0.85978723,0.00045651,True,1,Wendy,Wendy | her | the | his | them,18.7061 | 15.2565 | 14.9790 | 14.7132 | 14.0979
"As Henry and Rose walked through the museum, Rose offered the map to","As Henry and Olivia walked through the museum, Olivia offered the map to",Henry,Rose,Olivia,ABB,6,the museum,map,8616,8049,clean,16.949638,13.316607,3.633031,0.65278977,0.01725711,True,1,Henry,Henry | the | them | her | Rose,16.9496 | 14.5092 | 13.8294 | 13.5281 | 13.3166
"Once Wendy and Paul were at the store, Wendy brought the phone to","Once Zach and Paul were at the store, Zach brought the phone to",Paul,Wendy,Zach,BAB,4,the store,phone,3362,28314,clean,14.374387,13.92581,0.448577,0.04578141,0.02923309,True,3,her,her | the | Paul | me | Wendy,16.2593 | 15.9088 | 14.3744 | 14.1406 | 13.9258
"When David and Emma arrived at the hospital, Emma passed the wallet to","When David and Zach arrived at the hospital, Zach passed the wallet to",David,Emma,Zach,ABB,2,the hospital,wallet,3271,18966,clean,16.495708,12.685117,3.810592,0.37646589,0.0083331,True,1,David,David | her | the | a | him,16.4957 | 15.7979 | 14.9682 | 14.2198 | 13.6891
"When Bob and Zach visited the station, Bob handed the letter to","When Olivia and Zach visited the station, Olivia handed the letter to",Zach,Bob,Olivia,BAB,1,the station,letter,18825,5811,clean,16.578144,12.283907,4.294237,0.55175877,0.00752984,True,1,Zach,Zach | the | his | a | them,16.5781 | 14.7322 | 13.8368 | 13.4822 | 13.4696
"While Grace and Quinn were at the beach, Grace delivered the ticket to","While Mia and Quinn were at the beach, Mia delivered the ticket to",Quinn,Grace,Mia,BAB,5,the beach,ticket,16109,16156,clean,14.364302,11.356598,3.007704,0.16416934,0.00811078,True,2,the,the | Quinn | her | a | their,14.5659 | 14.3643 | 13.8701 | 13.0527 | 11.7502
"When Uma and Paul visited the school, Paul handed the card to","When Uma and Tara visited the school, Tara handed the card to",Uma,Paul,Tara,ABB,1,the school,card,471,3362,clean,16.406796,12.897528,3.509268,0.39678416,0.01187131,True,1,U,U | the | her | a | his,16.4068 | 15.0940 | 14.3396 | 14.1788 | 14.1475
"After Bob and Olivia left the store, Bob sent the bag to","After Harry and Olivia left the store, Harry sent the bag to",Olivia,Bob,Harry,BAB,3,the store,bag,33911,5811,clean,14.824757,13.442532,1.382225,0.16700809,0.04192227,True,1,Olivia,Olivia | the | his | a | Bob,14.8248 | 14.3914 | 14.3470 | 13.4569 | 13.4425
"Once Derek and Olivia were at the theater, Derek brought the pen to","Once Victor and Olivia were at the theater, Victor brought the pen to",Olivia,Derek,Victor,BAB,4,the theater,pen,33911,20893,clean,15.150993,12.740938,2.410055,0.12098342,0.01086556,True,3,his,his | the | Olivia | her | him,15.9193 | 15.4734 | 15.1510 | 14.5175 | 13.9135
"While Harry and Clara were at the office, Clara delivered the jacket to","While Harry and Henry were at the office, Henry delivered the jacket to",Harry,Clara,Henry,ABB,5,the office,jacket,5850,27443,clean,15.852662,11.031278,4.821384,0.3270539,0.00263462,True,1,Harry,Harry | the | her | a | Ron,15.8527 | 14.6565 | 14.1527 | 13.0450 | 12.9602
"After Xander and Victor left the beach, Victor sent the key to","After Xander and Henry left the beach, Henry sent the key to",Xander,Victor,Henry,ABB,3,the beach,key,46122,12622,clean,14.344171,14.394858,-0.050688,0.12692858,0.13352816,False,3,the,the | Victor | Xander | his | a,14.5612 | 14.3949 | 14.3442 | 13.9069 | 12.4535
"As Kate and Bob walked through the beach, Bob offered the phone to","As Kate and Jack walked through the beach, Jack offered the phone to",Kate,Bob,Jack,ABB,6,the beach,phone,16693,5811,clean,17.094957,14.384043,2.710915,0.46024784,0.03059543,True,1,Kate,Kate | her | them | the | Bob,17.0950 | 14.9273 | 14.7782 | 14.6397 | 14.3840
"When Bob and Amy went to the library, Bob gave the pen to","When Paul and Amy went to the library, Paul gave the pen to",Amy,Bob,Paul,BAB,0,the library,pen,14235,5811,clean,18.195293,12.061384,6.133909,0.80727881,0.00175025,True,1,Amy,Amy | the | his | a | her,18.1953 | 14.9509 | 14.5719 | 14.3154 | 13.9857
"When Isla and Ella went to the theater, Ella gave the phone to","When Isla and Quinn went to the theater, Quinn gave the phone to",Isla,Ella,Quinn,ABB,0,the theater,phone,1148,7122,clean,10.512859,12.466665,-1.953806,0.00321467,0.02268108,False,22,the,the | her | a | Ell | their,14.4077 | 14.0162 | 13.3339 | 12.4667 | 11.8986
"When Noah and Victor arrived at the cafe, Victor passed the jacket to","When Noah and Jack arrived at the cafe, Jack passed the jacket to",Noah,Victor,Jack,ABB,2,the cafe,jacket,18394,12622,clean,17.135494,12.365375,4.77012,0.74977696,0.00635763,True,1,Noah,Noah | the | his | a | Victor,17.1355 | 13.9747 | 13.3910 | 13.3043 | 12.3654
