prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
"When Ella and Sam went to the cafe, Sam gave the gift to","When Ella and Isla went to the cafe, Isla gave the gift to",Ella,Sam,Isla,ABB,0,the cafe,gift,7122,3409
"When Grace and Jack arrived at the beach, Jack passed the package to","When Grace and Rose arrived at the beach, Rose passed the package to",Grace,Jack,Rose,ABB,2,the beach,package,16156,3619
"When Liam and Uma visited the school, Liam handed the pen to","When Wendy and Uma visited the school, Wendy handed the pen to",Uma,Liam,Wendy,BAB,1,the school,pen,471,31684
"When Xander and Victor visited the theater, Xander handed the pen to","When Sam and Victor visited the theater, Sam handed the pen to",Victor,Xander,Sam,BAB,1,the theater,pen,12622,46122
"When Ella and Rose went to the school, Rose gave the trophy to","When Ella and Carol went to the school, Carol gave the trophy to",Ella,Rose,Carol,ABB,0,the school,trophy,7122,8049
"While Alice and Harry were at the station, Harry delivered the jacket to","While Alice and Isla were at the station, Isla delivered the jacket to",Alice,Harry,Isla,ABB,5,the station,jacket,14862,5850
"When Fred and Tara visited the school, Fred handed the pen to","When Grace and Tara visited the school, Grace handed the pen to",Tara,Fred,Grace,BAB,1,the school,pen,37723,8559
"When Emma and Grace arrived at the gym, Emma passed the gift to","When Gina and Grace arrived at the gym, Gina passed the gift to",Grace,Emma,Gina,BAB,2,the gym,gift,16156,18966
"After Uma and Ella left the gym, Uma sent the key to","After Liam and Ella left the gym, Liam sent the key to",Ella,Uma,Liam,BAB,3,the gym,key,7122,471
"When Amy and Mia arrived at the school, Amy passed the key to","When Isla and Mia arrived at the school, Isla passed the key to",Mia,Amy,Isla,BAB,2,the school,key,32189,14235
"When Quinn and Yara went to the school, Yara gave the package to","When Quinn and Xander went to the school, Xander gave the package to",Quinn,Yara,Xander,ABB,0,the school,package,16109,575
"After Isla and Paul left the museum, Paul sent the key to","After Isla and Kate left the museum, Kate sent the key to",Isla,Paul,Kate,ABB,3,the museum,key,1148,3362
"When Victor and Amy arrived at the library, Amy passed the wallet to","When Victor and Paul arrived at the library, Paul passed the wallet to",Victor,Amy,Paul,ABB,2,the library,wallet,12622,14235
"After Zach and Brian left the store, Zach sent the book to","After Ella and Brian left the store, Ella sent the book to",Brian,Zach,Ella,BAB,3,the store,book,8403,18825
"When Noah and Wendy arrived at the market, Noah passed the key to","When Clara and Wendy arrived at the market, Clara passed the key to",Wendy,Noah,Clara,BAB,2,the market,key,28314,18394
"When Liam and Henry visited the store, Henry handed the bag to","When Liam and Bob visited the store, Bob handed the bag to",Liam,Henry,Bob,ABB,1,the store,bag,31684,8616
"When Zach and Gina went to the store, Gina gave the letter to","When Zach and Carol went to the store, Carol gave the letter to",Zach,Gina,Carol,ABB,0,the store,letter,18825,43002
"As David and Ella walked through the hospital, Ella offered the letter to","As David and Gina walked through the hospital, Gina offered the letter to",David,Ella,Gina,ABB,6,the hospital,letter,3271,7122
"While Uma and Brian were at the school, Brian delivered the note to","While Uma and Zach were at the school, Zach delivered the note to",Uma,Brian,Zach,ABB,5,the school,note,471,8403
"After Zach and Carol left the cafe, Zach sent the key to","After Emma and Carol left the cafe, Emma sent the key to",Carol,Zach,Emma,BAB,3,the cafe,key,5074,18825
"While David and Paul were at the gym, David delivered the phone to","While Zach and Paul were at the gym, Zach delivered the phone to",Paul,David,Zach,BAB,5,the gym,phone,3362,3271
"When Isla and Ella arrived at the mall, Isla passed the pen to","When Fred and Ella arrived at the mall, Fred passed the pen to",Ella,Isla,Fred,BAB,2,the mall,pen,7122,1148
"After Gina and Yara left the school, Gina sent the ticket to","After Fred and Yara left the school, Fred sent the ticket to",Yara,Gina,Fred,BAB,3,the school,ticket,575,43002
"When Yara and Victor arrived at the museum, Yara passed the map to","When Clara and Victor arrived at the museum, Clara passed the map to",Victor,Yara,Clara,BAB,2,the museum,map,12622,575
"When Jack and Fred arrived at the store, Jack passed the note to","When David and Fred arrived at the store, David passed the note to",Fred,Jack,David,BAB,2,the store,note,8559,3619
"When Paul and David visited the school, David handed the package to","When Paul and Harry visited the school, Harry handed the package to",Paul,David,Harry,ABB,1,the school,package,3362,3271
"When Ella and Isla arrived at the museum, Ella passed the package to","When Jack and Isla arrived at the museum, Jack passed the package to",Isla,Ella,Jack,BAB,2,the museum,package,1148,7122
"As Liam and Carol walked through the beach, Liam offered the package to","As Uma and Carol walked through the beach, Uma offered the package to",Carol,Liam,Uma,BAB,6,the beach,package,5074,31684
"When Quinn and Alice went to the mall, Quinn gave the book to","When Noah and Alice went to the mall, Noah gave the book to",Alice,Quinn,Noah,BAB,0,the mall,book,14862,16109
"When Tara and Jack went to the hospital, Tara gave the map to","When Alice and Jack went to the hospital, Alice gave the map to",Jack,Tara,Alice,BAB,0,the hospital,map,3619,37723
"When Clara and Emma visited the restaurant, Emma handed the bag to","When Clara and Sam visited the restaurant, Sam handed the bag to",Clara,Emma,Sam,ABB,1,the restaurant,bag,27443,18966
"Once Yara and Paul were at the library, Paul brought the package to","Once Yara and Fred were at the library, Fred brought the package to",Yara,Paul,Fred,ABB,4,the library,package,575,3362
"When Fred and Jack visited the museum, Jack handed the key to","When Fred and Emma visited the museum, Emma handed the key to",Fred,Jack,Emma,ABB,1,the museum,key,8559,3619
"While Yara and Victor were at the library, Victor delivered the map to","While Yara and Zach were at the library, Zach delivered the map to",Yara,Victor,Zach,ABB,5,the library,map,575,12622
"When Iris and Frank arrived at the station, Frank passed the note to","When Iris and Sam arrived at the station, Sam passed the note to",Iris,Frank,Sam,ABB,2,the station,note,34230,5278
"As Brian and Noah walked through the station, Noah offered the jacket to","As Brian and Isla walked through the station, Isla offered the jacket to",Brian,Noah,Isla,ABB,6,the station,jacket,8403,18394
"Once Liam and Ella were at the hospital, Liam brought the ticket to","Once Xander and Ella were at the hospital, Xander brought the ticket to",Ella,Liam,Xander,BAB,4,the hospital,ticket,7122,31684
"As Paul and Yara walked through the theater, Yara offered the note to","As Paul and Olivia walked through the theater, Olivia offered the note to",Paul,Yara,Olivia,ABB,6,the theater,note,3362,575
"Once Victor and Rose were at the office, Rose brought the gift to","Once Victor and Alice were at the office, Alice brought the gift to",Victor,Rose,Alice,ABB,4,the office,gift,12622,8049
"While Brian and Derek were at the school, Brian delivered the card to","While Harry and Derek were at the school, Harry delivered the card to",Derek,Brian,Harry,BAB,5,the school,card,20893,8403
"Once Noah and Zach were at the restaurant, Noah brought the card to","Once Carol and Zach were at the restaurant, Carol brought the card to",Zach,Noah,Carol,BAB,4,the restaurant,card,18825,18394
"When Emma and Clara went to the school, Clara gave the card to","When Emma and Grace went to the school, Grace gave the card to",Emma,Clara,Grace,ABB,0,the school,card,18966,27443
"When Jack and Brian went to the restaurant, Brian gave the bag to","When Jack and Iris went to the restaurant, Iris gave the bag to",Jack,Brian,Iris,ABB,0,the restaurant,bag,3619,8403
"When Iris and Grace visited the gym, Iris handed the card to","When Fred and Grace visited the gym, Fred handed the card to",Grace,Iris,Fred,BAB,1,the gym,card,16156,34230
"After Liam and Isla left the restaurant, Liam sent the letter to","After Kate and Isla left the restaurant, Kate sent the letter to",Isla,Liam,Kate,BAB,3,the restaurant,letter,1148,31684
"When Gina and Brian visited the station, Brian handed the map to","When Gina and Clara visited the station, Clara handed the map to",Gina,Brian,Clara,ABB,1,the station,map,43002,8403
"As Derek and Uma walked through the mall, Uma offered the note to","As Derek and Victor walked through the mall, Victor offered the note to",Derek,Uma,Victor,ABB,6,the mall,note,20893,471
"While Clara and Brian were at the market, Brian delivered the bag to","While Clara and Kate were at the market, Kate delivered the bag to",Clara,Brian,Kate,ABB,5,the market,bag,27443,8403
"While Liam and Iris were at the beach, Liam delivered the note to","While Alice and Iris were at the beach, Alice delivered the note to",Iris,Liam,Alice,BAB,5,the beach,note,34230,31684
"Once Noah and Paul were at the market, Paul brought the card to","Once Noah and Frank were at the market, Frank brought the card to",Noah,Paul,Frank,ABB,4,the market,card,18394,3362
"Once Clara and Carol were at the museum, Carol brought the key to","Once Clara and Wendy were at the museum, Wendy brought the key to",Clara,Carol,Wendy,ABB,4,the museum,key,27443,5074
"As Jack and Emma walked through the theater, Emma offered the gift to","As Jack and Sam walked through the theater, Sam offered the gift to",Jack,Emma,Sam,ABB,6,the theater,gift,3619,18966
"As Iris and Olivia walked through the museum, Iris offered the bag to","As Mia and Olivia walked through the museum, Mia offered the bag to",Olivia,Iris,Mia,BAB,6,the museum,bag,33911,34230
"When Tara and Sam went to the market, Sam gave the jacket to","When Tara and Clara went to the market, Clara gave the jacket to",Tara,Sam,Clara,ABB,0,the market,jacket,37723,3409
"When Frank and Rose arrived at the park, Frank passed the bag to","When Xander and Rose arrived at the park, Xander passed the bag to",Rose,Frank,Xander,BAB,2,the park,bag,8049,5278
"When Alice and Olivia arrived at the cafe, Alice passed the phone to","When Victor and Olivia arrived at the cafe, Victor passed the phone to",Olivia,Alice,Victor,BAB,2,the cafe,phone,33911,14862
"As Jack and Quinn walked through the museum, Jack offered the gift to","As Brian and Quinn walked through the museum, Brian offered the gift to",Quinn,Jack,Brian,BAB,6,the museum,gift,16109,3619
"As Clara and Mia walked through the museum, Clara offered the jacket to","As Noah and Mia walked through the museum, Noah offered the jacket to",Mia,Clara,Noah,BAB,6,the museum,jacket,32189,27443
"Once Uma and Liam were at the store, Uma brought the map to","Once Clara and Liam were at the store, Clara brought the map to",Liam,Uma,Clara,BAB,4,the store,map,31684,471
"When Wendy and Xander visited the office, Xander handed the card to","When Wendy and Brian visited the office, Brian handed the card to",Wendy,Xander,Brian,ABB,1,the office,card,28314,46122
"Once Rose and Iris were at the station, Iris brought the pen to","Once Rose and Grace were at the station, Grace brought the pen to",Rose,Iris,Grace,ABB,4,the station,pen,8049,34230
"When Sam and Isla arrived at the school, Sam passed the trophy to","When Jack and Isla arrived at the school, Jack passed the trophy to",Isla,Sam,Jack,BAB,2,the school,trophy,1148,3409
"As David and Amy walked through the school, David offered the letter to","As Rose and Amy walked through the school, Rose offered the letter to",Amy,David,Rose,BAB,6,the school,letter,14235,3271
"While Fred and Kate were at the beach, Fred delivered the bag to","While Frank and Kate were at the beach, Frank delivered the bag to",Kate,Fred,Frank,BAB,5,the beach,bag,16693,8559
"When Sam and Frank visited the park, Sam handed the book to","When Ella and Frank visited the park, Ella handed the book to",Frank,Sam,Ella,BAB,1,the park,book,5278,3409
"As David and Frank walked through the restaurant, Frank offered the book to","As David and Brian walked through the restaurant, Brian offered the book to",David,Frank,Brian,ABB,6,the restaurant,book,3271,5278
"When Olivia and Paul arrived at the library, Olivia passed the gift to","When Wendy and Paul arrived at the library, Wendy passed the gift to",Paul,Olivia,Wendy,BAB,2,the library,gift,3362,33911
"While Grace and Frank were at the restaurant, Frank delivered the key to","While Grace and Uma were at the restaurant, Uma delivered the key to",Grace,Frank,Uma,ABB,5,the restaurant,key,16156,5278
"When Grace and Gina visited the school, Gina handed the ticket to","When Grace and Noah visited the school, Noah handed the ticket to",Grace,Gina,Noah,ABB,1,the school,ticket,16156,43002
"When David and Ella arrived at the museum, David passed the letter to","When Frank and Ella arrived at the museum, Frank passed the letter to",Ella,David,Frank,BAB,2,the museum,letter,7122,3271
"After Gina and Uma left the beach, Gina sent the trophy to","After Yara and Uma left the beach, Yara sent the trophy to",Uma,Gina,Yara,BAB,3,the beach,trophy,471,43002
